PeakID (cmd=annotatePeaks.pl consensus_peaks.mLb.clN.bed Bomo_genome_assembly_chr.fa -gid -gtf Bomo_gene_models_chr.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_36361	chr5	11095937	11096650	+	0		exon (KWMTBOMO02794, exon 1 of 10)	-exon (KWMTBOMO02794, exon 1 of 10)	156	KWMTBOMO02794	KWMTBOMO02794	KWMTBOMO02794.mrna1						
Interval_38314	chr6	13013474	13014944	+	0		promoter-TSS (KWMTBOMO03585)	-promoter-TSS (KWMTBOMO03585)	-313	KWMTBOMO03585	KWMTBOMO03585	KWMTBOMO03585.mrna1						
Interval_19352	chr20	7965334	7966906	+	0		promoter-TSS (KWMTBOMO12120)	-promoter-TSS (KWMTBOMO12120)	-277	KWMTBOMO12120	KWMTBOMO12120	KWMTBOMO12120.mrna1						
Interval_3346	chr11	11979739	11980385	+	0		promoter-TSS (KWMTBOMO06638)	-promoter-TSS (KWMTBOMO06638)	-181	KWMTBOMO06638	KWMTBOMO06638	KWMTBOMO06638.mrna1						
Interval_31133	chr28	10426031	10426830	+	0		Intergenic	Intergenic	-7638	KWMTBOMO16457	KWMTBOMO16457	KWMTBOMO16457.mrna1						
Interval_19080	chr20	5868753	5869318	+	0		promoter-TSS (KWMTBOMO12023)	-promoter-TSS (KWMTBOMO12023)	-456	KWMTBOMO12023	KWMTBOMO12023	KWMTBOMO12023.mrna1						
Interval_10763	chr15	15378137	15378706	+	0		intron (KWMTBOMO09294, intron 3 of 4)	-intron (KWMTBOMO09294, intron 3 of 4)	11750	KWMTBOMO09294	KWMTBOMO09294	KWMTBOMO09294.mrna1						
Interval_22956	chr22	16397065	16397738	+	0		intron (KWMTBOMO13411, intron 10 of 15)	-intron (KWMTBOMO13411, intron 10 of 15)	20738	KWMTBOMO13411	KWMTBOMO13411	KWMTBOMO13411.mrna1						
Interval_1384	chr10	9492452	9493899	+	0		promoter-TSS (KWMTBOMO05761)	-promoter-TSS (KWMTBOMO05761)	-293	KWMTBOMO05761	KWMTBOMO05761	KWMTBOMO05761.mrna1						
Interval_4934	chr12	8602754	8603603	+	0		promoter-TSS (KWMTBOMO07225)	-promoter-TSS (KWMTBOMO07225)	-53	KWMTBOMO07225	KWMTBOMO07225	KWMTBOMO07225.mrna1						
Interval_12401	chr16	12452702	12454671	+	0		intron (KWMTBOMO09933, intron 1 of 3)	-intron (KWMTBOMO09932, intron 1 of 10)	238	KWMTBOMO09932	KWMTBOMO09932	KWMTBOMO09932.mrna1						
Interval_20425	chr21	5776548	5777109	+	0		intron (KWMTBOMO12521, intron 1 of 6)	-intron (KWMTBOMO12521, intron 1 of 6)	525	KWMTBOMO12521	KWMTBOMO12521	KWMTBOMO12521.mrna1						
Interval_27036	chr25	5614693	5615193	+	0		Intergenic	Intergenic	3741	KWMTBOMO15131	KWMTBOMO15131	KWMTBOMO15131.mrna1						
Interval_17068	chr19	10448530	10449036	+	0		Intergenic	Intergenic	-4501	KWMTBOMO11644	KWMTBOMO11644	KWMTBOMO11644.mrna1						
Interval_34122	chr4	9459576	9460498	+	0		promoter-TSS (KWMTBOMO01993)	-promoter-TSS (KWMTBOMO01993)	41	KWMTBOMO01993	KWMTBOMO01993	KWMTBOMO01993.mrna1						
Interval_8080	chr14	5710886	5712182	+	0		Intergenic	Intergenic	40508	KWMTBOMO08331	KWMTBOMO08331	KWMTBOMO08331.mrna1						
Interval_17999	chr2	4655478	4655956	+	0		promoter-TSS (KWMTBOMO00858)	-promoter-TSS (KWMTBOMO00858)	-562	KWMTBOMO00858	KWMTBOMO00858	KWMTBOMO00858.mrna1						
Interval_18326	chr2	7465492	7466208	+	0		Intergenic	Intergenic	-40019	KWMTBOMO00962	KWMTBOMO00962	KWMTBOMO00962.mrna1						
Interval_2401	chr11	926008	926918	+	0		promoter-TSS (KWMTBOMO06135)	-promoter-TSS (KWMTBOMO06135)	-199	KWMTBOMO06135	KWMTBOMO06135	KWMTBOMO06135.mrna1						
Interval_31628	chr3	3295419	3296508	+	0		promoter-TSS (KWMTBOMO01144)	-promoter-TSS (KWMTBOMO01144)	-469	KWMTBOMO01144	KWMTBOMO01144	KWMTBOMO01144.mrna1						
Interval_15916	chr19	17081	17411	+	0		promoter-TSS (KWMTBOMO11172)	-promoter-TSS (KWMTBOMO11172)	-221	KWMTBOMO11172	KWMTBOMO11172	KWMTBOMO11172.mrna1						
Interval_12675	chr17	758124	759102	+	0		promoter-TSS (KWMTBOMO10039)	-promoter-TSS (KWMTBOMO10039)	-117	KWMTBOMO10039	KWMTBOMO10039	KWMTBOMO10039.mrna1						
Interval_39991	chr7	12406557	12407901	+	0		intron (KWMTBOMO04144, intron 1 of 11)	-intron (KWMTBOMO04144, intron 1 of 11)	118	KWMTBOMO04144	KWMTBOMO04144	KWMTBOMO04144.mrna1						
Interval_1927	chr10	14228828	14229756	+	0		promoter-TSS (KWMTBOMO05910)	-promoter-TSS (KWMTBOMO05910)	-104	KWMTBOMO05910	KWMTBOMO05910	KWMTBOMO05910.mrna1						
Interval_33305	chr4	2239960	2241498	+	0		TTS (KWMTBOMO01713)	-TTS (KWMTBOMO01713)	4694	KWMTBOMO01713	KWMTBOMO01713	KWMTBOMO01713.mrna1						
Interval_688	chr10	3887346	3888627	+	0		promoter-TSS (KWMTBOMO05512)	-promoter-TSS (KWMTBOMO05512)	-357	KWMTBOMO05512	KWMTBOMO05512	KWMTBOMO05512.mrna1						
Interval_7411	chr13	17194716	17195521	+	0		Intergenic	Intergenic	-1833	KWMTBOMO08130	KWMTBOMO08130	KWMTBOMO08130.mrna1						
Interval_9963	chr15	8292879	8294221	+	0		intron (KWMTBOMO08926, intron 2 of 9)	-intron (KWMTBOMO08926, intron 2 of 9)	536	KWMTBOMO08926	KWMTBOMO08926	KWMTBOMO08926.mrna1						
Interval_23909	chr23	8229080	8231398	+	0		Intergenic	Intergenic	28514	KWMTBOMO13748	KWMTBOMO13748	KWMTBOMO13748.mrna1						
Interval_542	chr10	2133579	2135011	+	0		Intergenic	Intergenic	5322	KWMTBOMO05433	KWMTBOMO05433	KWMTBOMO05433.mrna1						
Interval_25577	chr24	5528211	5528643	+	0		Intergenic	Intergenic	-19529	KWMTBOMO14408	KWMTBOMO14408	KWMTBOMO14408.mrna1						
Interval_21312	chr21	14513477	14514380	+	0		Intergenic	Intergenic	-1374	KWMTBOMO12785	KWMTBOMO12785	KWMTBOMO12785.mrna1						
Interval_27041	chr25	5649225	5650050	+	0		promoter-TSS (KWMTBOMO15133)	-promoter-TSS (KWMTBOMO15133)	77	KWMTBOMO15133	KWMTBOMO15133	KWMTBOMO15133.mrna1						
Interval_22474	chr22	10920422	10920862	+	0		intron (KWMTBOMO13231, intron 3 of 5)	-intron (KWMTBOMO13231, intron 3 of 5)	12087	KWMTBOMO13231	KWMTBOMO13231	KWMTBOMO13231.mrna1						
Interval_11178	chr16	1027197	1028256	+	0		intron (KWMTBOMO09427, intron 4 of 11)	-intron (KWMTBOMO09427, intron 4 of 11)	15360	KWMTBOMO09427	KWMTBOMO09427	KWMTBOMO09427.mrna1						
Interval_13965	chr17	13635235	13635675	+	0		promoter-TSS (KWMTBOMO10542)	-promoter-TSS (KWMTBOMO10542)	-174	KWMTBOMO10542	KWMTBOMO10542	KWMTBOMO10542.mrna1						
Interval_34498	chr4	13009251	13010105	+	0		exon (KWMTBOMO02162, exon 1 of 6)	-exon (KWMTBOMO02162, exon 1 of 6)	348	KWMTBOMO02162	KWMTBOMO02162	KWMTBOMO02162.mrna1						
Interval_1812	chr10	13528050	13529552	+	0		promoter-TSS (KWMTBOMO05890)	-promoter-TSS (KWMTBOMO05890)	-266	KWMTBOMO05890	KWMTBOMO05890	KWMTBOMO05890.mrna1						
Interval_25512	chr24	4138151	4138909	+	0		intron (KWMTBOMO14381, intron 4 of 7)	-intron (KWMTBOMO14381, intron 4 of 7)	22954	KWMTBOMO14381	KWMTBOMO14381	KWMTBOMO14381.mrna1						
Interval_612	chr10	2810641	2812220	+	0		Intergenic	Intergenic	5104	KWMTBOMO05460	KWMTBOMO05460	KWMTBOMO05460.mrna1						
Interval_40188	chr8	269664	270623	+	0		Intergenic	Intergenic	-53448	KWMTBOMO04224	KWMTBOMO04224	KWMTBOMO04224.mrna1						
Interval_36834	chr5	15421908	15422317	+	0		promoter-TSS (KWMTBOMO02998)	-promoter-TSS (KWMTBOMO02998)	-87	KWMTBOMO02998	KWMTBOMO02998	KWMTBOMO02998.mrna1						
Interval_21914	chr22	5138675	5139845	+	0		Intergenic	Intergenic	63289	KWMTBOMO12954	KWMTBOMO12954	KWMTBOMO12954.mrna1						
Interval_16816	chr19	8208181	8208651	+	0		Intergenic	Intergenic	34671	KWMTBOMO11564	KWMTBOMO11564	KWMTBOMO11564.mrna1						
Interval_4951	chr12	8680341	8681163	+	0		Intergenic	Intergenic	-1897	KWMTBOMO07231	KWMTBOMO07231	KWMTBOMO07231.mrna1						
Interval_43804	chr9	14918290	14919114	+	0		Intergenic	Intergenic	14203	KWMTBOMO05337	KWMTBOMO05337	KWMTBOMO05337.mrna1						
Interval_19789	chr20	12303678	12304965	+	0		Intergenic	Intergenic	-9069	KWMTBOMO12332	KWMTBOMO12332	KWMTBOMO12332.mrna1						
Interval_2541	chr11	2593166	2593831	+	0		intron (KWMTBOMO06217, intron 1 of 8)	-intron (KWMTBOMO06217, intron 1 of 8)	21455	KWMTBOMO06217	KWMTBOMO06217	KWMTBOMO06217.mrna1						
Interval_34749	chr4	15435142	15435634	+	0		Intergenic	Intergenic	22526	KWMTBOMO02268	KWMTBOMO02268	KWMTBOMO02268.mrna1						
Interval_11369	chr16	2368855	2370120	+	0		promoter-TSS (KWMTBOMO09486)	-promoter-TSS (KWMTBOMO09486)	-320	KWMTBOMO09486	KWMTBOMO09486	KWMTBOMO09486.mrna1						
Interval_25432	chr24	2703421	2704359	+	0		intron (KWMTBOMO14347, intron 18 of 45)	-intron (KWMTBOMO14347, intron 18 of 45)	30699	KWMTBOMO14347	KWMTBOMO14347	KWMTBOMO14347.mrna1						
Interval_38850	chr7	1417377	1418576	+	0		Intergenic	Intergenic	-1852	KWMTBOMO03773	KWMTBOMO03773	KWMTBOMO03773.mrna1						
Interval_39519	chr7	7953690	7954377	+	0		Intergenic	Intergenic	-5658	KWMTBOMO03995	KWMTBOMO03995	KWMTBOMO03995.mrna1						
Interval_16529	chr19	5506047	5506605	+	0		Intergenic	Intergenic	-27893	KWMTBOMO11435	KWMTBOMO11435	KWMTBOMO11435.mrna1						
Interval_6090	chr13	3220791	3222125	+	0		promoter-TSS (KWMTBOMO07652)	-promoter-TSS (KWMTBOMO07652)	-468	KWMTBOMO07652	KWMTBOMO07652	KWMTBOMO07652.mrna1						
Interval_24992	chr23	19626733	19627201	+	0		intron (KWMTBOMO14164, intron 2 of 11)	-intron (KWMTBOMO14164, intron 2 of 11)	6322	KWMTBOMO14164	KWMTBOMO14164	KWMTBOMO14164.mrna1						
Interval_10724	chr15	14960335	14961223	+	0		promoter-TSS (KWMTBOMO09275)	-promoter-TSS (KWMTBOMO09275)	44	KWMTBOMO09275	KWMTBOMO09275	KWMTBOMO09275.mrna1						
Interval_18425	chr2	8314348	8315104	+	0		promoter-TSS (KWMTBOMO01007)	-promoter-TSS (KWMTBOMO01007)	-165	KWMTBOMO01007	KWMTBOMO01007	KWMTBOMO01007.mrna1						
Interval_19478	chr20	9436123	9436753	+	0		promoter-TSS (KWMTBOMO12209)	-promoter-TSS (KWMTBOMO12209)	-2	KWMTBOMO12209	KWMTBOMO12209	KWMTBOMO12209.mrna1						
Interval_34239	chr4	10670218	10670603	+	0		promoter-TSS (KWMTBOMO02033)	-promoter-TSS (KWMTBOMO02033)	-60	KWMTBOMO02033	KWMTBOMO02033	KWMTBOMO02033.mrna1						
Interval_15680	chr18	13290338	13291018	+	0		promoter-TSS (KWMTBOMO11113)	-promoter-TSS (KWMTBOMO11113)	-153	KWMTBOMO11113	KWMTBOMO11113	KWMTBOMO11113.mrna1						
Interval_7458	chr13	17585482	17586268	+	0		exon (KWMTBOMO08145, exon 1 of 10)	-exon (KWMTBOMO08145, exon 1 of 10)	195	KWMTBOMO08145	KWMTBOMO08145	KWMTBOMO08145.mrna1						
Interval_41762	chr8	13999331	14000247	+	0		Intergenic	Intergenic	-2030	KWMTBOMO04746	KWMTBOMO04746	KWMTBOMO04746.mrna1						
Interval_28285	chr26	5238955	5239921	+	0		Intergenic	Intergenic	-7532	KWMTBOMO15648	KWMTBOMO15648	KWMTBOMO15648.mrna1						
Interval_2102	chr10	15542074	15542598	+	0		intron (KWMTBOMO05961, intron 1 of 5)	-intron (KWMTBOMO05961, intron 1 of 5)	5134	KWMTBOMO05961	KWMTBOMO05961	KWMTBOMO05961.mrna1						
Interval_34520	chr4	13177532	13178397	+	0		promoter-TSS (KWMTBOMO02172)	-promoter-TSS (KWMTBOMO02172)	-408	KWMTBOMO02172	KWMTBOMO02172	KWMTBOMO02172.mrna1						
Interval_23857	chr23	7669140	7669790	+	0		promoter-TSS (KWMTBOMO13723)	-promoter-TSS (KWMTBOMO13723)	-161	KWMTBOMO13723	KWMTBOMO13723	KWMTBOMO13723.mrna1						
Interval_4053	chr11	20098595	20099121	+	0		Intergenic	Intergenic	13530	KWMTBOMO06924	KWMTBOMO06924	KWMTBOMO06924.mrna1						
Interval_8135	chr14	6063679	6064536	+	0		intron (KWMTBOMO08339, intron 3 of 19)	-intron (KWMTBOMO08339, intron 3 of 19)	36254	KWMTBOMO08339	KWMTBOMO08339	KWMTBOMO08339.mrna1						
Interval_15607	chr18	12898658	12899381	+	0		Intergenic	Intergenic	-33834	KWMTBOMO11099	KWMTBOMO11099	KWMTBOMO11099.mrna1						
Interval_26966	chr25	4784775	4785501	+	0		promoter-TSS (KWMTBOMO15093)	-promoter-TSS (KWMTBOMO15093)	78	KWMTBOMO15093	KWMTBOMO15093	KWMTBOMO15093.mrna1						
Interval_18947	chr20	4492231	4493134	+	0		promoter-TSS (KWMTBOMO11972)	-promoter-TSS (KWMTBOMO11972)	-233	KWMTBOMO11972	KWMTBOMO11972	KWMTBOMO11972.mrna1						
Interval_27412	chr25	9238981	9240053	+	0		promoter-TSS (KWMTBOMO15327)	-promoter-TSS (KWMTBOMO15327)	-202	KWMTBOMO15327	KWMTBOMO15327	KWMTBOMO15327.mrna1						
Interval_31243	chr3	573657	574776	+	0		intron (KWMTBOMO01037, intron 1 of 2)	-intron (KWMTBOMO01037, intron 1 of 2)	540	KWMTBOMO01037	KWMTBOMO01037	KWMTBOMO01037.mrna1						
Interval_43440	chr9	11568931	11569661	+	0		intron (KWMTBOMO05230, intron 1 of 17)	-intron (KWMTBOMO05230, intron 1 of 17)	265	KWMTBOMO05230	KWMTBOMO05230	KWMTBOMO05230.mrna1						
Interval_7160	chr13	13784348	13786002	+	0		Intergenic	Intergenic	3089	KWMTBOMO08057	KWMTBOMO08057	KWMTBOMO08057.mrna1						
Interval_1954	chr10	14373661	14373995	+	0		promoter-TSS (KWMTBOMO05917)	-promoter-TSS (KWMTBOMO05917)	-958	KWMTBOMO05917	KWMTBOMO05917	KWMTBOMO05917.mrna1						
Interval_2697	chr11	4521371	4522810	+	0		Intergenic	Intergenic	3928	KWMTBOMO06309	KWMTBOMO06309	KWMTBOMO06309.mrna1						
Interval_16360	chr19	4069670	4070470	+	0		promoter-TSS (KWMTBOMO11359)	-promoter-TSS (KWMTBOMO11359)	-77	KWMTBOMO11359	KWMTBOMO11359	KWMTBOMO11359.mrna1						
Interval_17801	chr2	2678930	2679459	+	0		Intergenic	Intergenic	-20509	KWMTBOMO00772	KWMTBOMO00772	KWMTBOMO00772.mrna1						
Interval_1436	chr10	9873284	9873865	+	0		intron (KWMTBOMO05781, intron 4 of 11)	-intron (KWMTBOMO05781, intron 4 of 11)	5281	KWMTBOMO05781	KWMTBOMO05781	KWMTBOMO05781.mrna1						
Interval_38844	chr7	1388168	1391651	+	0		intron (KWMTBOMO03771, intron 3 of 3)	-intron (KWMTBOMO03771, intron 3 of 3)	1708	KWMTBOMO03771	KWMTBOMO03771	KWMTBOMO03771.mrna1						
Interval_15625	chr18	12994338	12995150	+	0		Intergenic	Intergenic	-1562	KWMTBOMO11102	KWMTBOMO11102	KWMTBOMO11102.mrna1						
Interval_26544	chr25	525990	526358	+	0		promoter-TSS (KWMTBOMO14924)	-promoter-TSS (KWMTBOMO14924)	-62	KWMTBOMO14924	KWMTBOMO14924	KWMTBOMO14924.mrna1						
Interval_33641	chr4	5120916	5121282	+	0		Intergenic	Intergenic	-4708	KWMTBOMO01797	KWMTBOMO01797	KWMTBOMO01797.mrna1						
Interval_26252	chr24	15239246	15239935	+	0		intron (KWMTBOMO14793, intron 2 of 11)	-intron (KWMTBOMO14793, intron 2 of 11)	29044	KWMTBOMO14792	KWMTBOMO14792	KWMTBOMO14792.mrna1						
Interval_24316	chr23	12361776	12362445	+	0		intron (KWMTBOMO13894, intron 1 of 3)	-intron (KWMTBOMO13894, intron 1 of 3)	46797	KWMTBOMO13894	KWMTBOMO13894	KWMTBOMO13894.mrna1						
Interval_19770	chr20	12156817	12158468	+	0		promoter-TSS (KWMTBOMO12324)	-promoter-TSS (KWMTBOMO12324)	-308	KWMTBOMO12324	KWMTBOMO12324	KWMTBOMO12324.mrna1						
Interval_42284	chr9	1603123	1604046	+	0		Intergenic	Intergenic	8705	KWMTBOMO04923	KWMTBOMO04923	KWMTBOMO04923.mrna1						
Interval_31109	chr28	10232384	10235068	+	0		Intergenic	Intergenic	-20403	KWMTBOMO16446	KWMTBOMO16446	KWMTBOMO16446.mrna1						
Interval_19418	chr20	8855889	8856984	+	0		promoter-TSS (KWMTBOMO12180)	-promoter-TSS (KWMTBOMO12180)	-307	KWMTBOMO12180	KWMTBOMO12180	KWMTBOMO12180.mrna1						
Interval_25094	chr23	20631773	20632525	+	0		promoter-TSS (KWMTBOMO14215)	-promoter-TSS (KWMTBOMO14215)	-214	KWMTBOMO14215	KWMTBOMO14215	KWMTBOMO14215.mrna1						
Interval_8659	chr14	9763689	9764617	+	0		Intergenic	Intergenic	15393	KWMTBOMO08466	KWMTBOMO08466	KWMTBOMO08466.mrna1						
Interval_2646	chr11	4048197	4049326	+	0		promoter-TSS (KWMTBOMO06290)	-promoter-TSS (KWMTBOMO06290)	-340	KWMTBOMO06290	KWMTBOMO06290	KWMTBOMO06290.mrna1						
Interval_16264	chr19	3149129	3149701	+	0		Intergenic	Intergenic	-2145	KWMTBOMO11318	KWMTBOMO11318	KWMTBOMO11318.mrna1						
Interval_34470	chr4	12760358	12761050	+	0		promoter-TSS (KWMTBOMO02147)	-promoter-TSS (KWMTBOMO02147)	-18	KWMTBOMO02147	KWMTBOMO02147	KWMTBOMO02147.mrna1						
Interval_29774	chr27	7459832	7460793	+	0		Intergenic	Intergenic	-3342	KWMTBOMO16045	KWMTBOMO16045	KWMTBOMO16045.mrna1						
Interval_9051	chr14	13311904	13312749	+	0		promoter-TSS (KWMTBOMO08567)	-promoter-TSS (KWMTBOMO08567)	-372	KWMTBOMO08567	KWMTBOMO08567	KWMTBOMO08567.mrna1						
Interval_42283	chr9	1593047	1593962	+	0		Intergenic	Intergenic	18785	KWMTBOMO04923	KWMTBOMO04923	KWMTBOMO04923.mrna1						
Interval_8666	chr14	9797468	9799125	+	0		Intergenic	Intergenic	-9570	KWMTBOMO08467	KWMTBOMO08467	KWMTBOMO08467.mrna1						
Interval_27997	chr26	2098292	2099288	+	0		Intergenic	Intergenic	-2071	KWMTBOMO15538	KWMTBOMO15538	KWMTBOMO15538.mrna1						
Interval_41676	chr8	13122774	13123344	+	0		TTS (KWMTBOMO04716)	-TTS (KWMTBOMO04716)	7239	KWMTBOMO04716	KWMTBOMO04716	KWMTBOMO04716.mrna1						
Interval_706	chr10	4021467	4022253	+	0		intron (KWMTBOMO05515, intron 4 of 20)	-intron (KWMTBOMO05515, intron 4 of 20)	5637	KWMTBOMO05515	KWMTBOMO05515	KWMTBOMO05515.mrna1						
Interval_42749	chr9	5436241	5437390	+	0		promoter-TSS (KWMTBOMO05010)	-promoter-TSS (KWMTBOMO05010)	-96	KWMTBOMO05010	KWMTBOMO05010	KWMTBOMO05010.mrna1						
Interval_16391	chr19	4408394	4409137	+	0		Intergenic	Intergenic	-9112	KWMTBOMO11371	KWMTBOMO11371	KWMTBOMO11371.mrna1						
Interval_10356	chr15	11538293	11539842	+	0		promoter-TSS (KWMTBOMO09115)	-promoter-TSS (KWMTBOMO09115)	-267	KWMTBOMO09115	KWMTBOMO09115	KWMTBOMO09115.mrna1						
Interval_17572	chr2	594229	595562	+	0		promoter-TSS (KWMTBOMO00694)	-promoter-TSS (KWMTBOMO00694)	-251	KWMTBOMO00695	KWMTBOMO00695	KWMTBOMO00695.mrna1						
Interval_4140	chr12	643983	644973	+	0		intron (KWMTBOMO06963, intron 3 of 7)	-intron (KWMTBOMO06963, intron 3 of 7)	25197	KWMTBOMO06964	KWMTBOMO06964	KWMTBOMO06964.mrna1						
Interval_34324	chr4	11509765	11510479	+	0		promoter-TSS (KWMTBOMO02076)	-promoter-TSS (KWMTBOMO02076)	14	KWMTBOMO02076	KWMTBOMO02076	KWMTBOMO02076.mrna1						
Interval_3917	chr11	18542564	18543022	+	0		Intergenic	Intergenic	-19888	KWMTBOMO06883	KWMTBOMO06883	KWMTBOMO06883.mrna1						
Interval_18950	chr20	4517116	4518127	+	0		promoter-TSS (KWMTBOMO11974)	-promoter-TSS (KWMTBOMO11974)	-189	KWMTBOMO11974	KWMTBOMO11974	KWMTBOMO11974.mrna1						
Interval_24166	chr23	10831287	10831729	+	0		Intergenic	Intergenic	10672	KWMTBOMO13839	KWMTBOMO13839	KWMTBOMO13839.mrna1						
Interval_26458	chr24	17139756	17140191	+	0		Intergenic	Intergenic	-8263	KWMTBOMO14889	KWMTBOMO14889	KWMTBOMO14889.mrna1						
Interval_35982	chr5	7557083	7558250	+	0		promoter-TSS (KWMTBOMO02627)	-promoter-TSS (KWMTBOMO02627)	-19	KWMTBOMO02627	KWMTBOMO02627	KWMTBOMO02627.mrna1						
Interval_15078	chr18	8238925	8239739	+	0		intron (KWMTBOMO10958, intron 1 of 8)	-intron (KWMTBOMO10958, intron 1 of 8)	7214	KWMTBOMO10958	KWMTBOMO10958	KWMTBOMO10958.mrna1						
Interval_8242	chr14	6707269	6708611	+	0		Intergenic	Intergenic	-6457	KWMTBOMO08364	KWMTBOMO08364	KWMTBOMO08364.mrna1						
Interval_42915	chr9	7037180	7038844	+	0		promoter-TSS (KWMTBOMO05068)	-promoter-TSS (KWMTBOMO05068)	-536	KWMTBOMO05068	KWMTBOMO05068	KWMTBOMO05068.mrna1						
Interval_1976	chr10	14514065	14514869	+	0		promoter-TSS (KWMTBOMO05926)	-promoter-TSS (KWMTBOMO05926)	-173	KWMTBOMO05926	KWMTBOMO05926	KWMTBOMO05926.mrna1						
Interval_19008	chr20	5115624	5116506	+	0		intron (KWMTBOMO12000, intron 3 of 6)	-intron (KWMTBOMO12000, intron 3 of 6)	8357	KWMTBOMO12000	KWMTBOMO12000	KWMTBOMO12000.mrna1						
Interval_2371	chr11	561543	562419	+	0		promoter-TSS (KWMTBOMO06110)	-promoter-TSS (KWMTBOMO06110)	-104	KWMTBOMO06110	KWMTBOMO06110	KWMTBOMO06110.mrna1						
Interval_40953	chr8	7046374	7048491	+	0		Intergenic	Intergenic	4962	KWMTBOMO04460	KWMTBOMO04460	KWMTBOMO04460.mrna1						
Interval_26885	chr25	3749523	3750464	+	0		promoter-TSS (KWMTBOMO15057)	-promoter-TSS (KWMTBOMO15057)	-240	KWMTBOMO15057	KWMTBOMO15057	KWMTBOMO15057.mrna1						
Interval_32119	chr3	7420984	7422079	+	0		promoter-TSS (KWMTBOMO01288)	-promoter-TSS (KWMTBOMO01288)	-758	KWMTBOMO01288	KWMTBOMO01288	KWMTBOMO01288.mrna1						
Interval_5470	chr12	14179207	14180163	+	0		promoter-TSS (KWMTBOMO07483)	-promoter-TSS (KWMTBOMO07483)	-203	KWMTBOMO07483	KWMTBOMO07483	KWMTBOMO07483.mrna1						
Interval_19825	chr21	536132	536933	+	0		promoter-TSS (KWMTBOMO12342)	-promoter-TSS (KWMTBOMO12342)	-995	KWMTBOMO12342	KWMTBOMO12342	KWMTBOMO12342.mrna1						
Interval_39402	chr7	6762297	6762809	+	0		promoter-TSS (KWMTBOMO03932)	-promoter-TSS (KWMTBOMO03932)	11	KWMTBOMO03932	KWMTBOMO03932	KWMTBOMO03932.mrna1						
Interval_40017	chr7	12569019	12569928	+	0		promoter-TSS (KWMTBOMO04155)	-promoter-TSS (KWMTBOMO04155)	-250	KWMTBOMO04156	KWMTBOMO04156	KWMTBOMO04156.mrna1						
Interval_39342	chr7	6254369	6254804	+	0		Intergenic	Intergenic	-28300	KWMTBOMO03909	KWMTBOMO03909	KWMTBOMO03909.mrna1						
Interval_631	chr10	3046845	3047612	+	0		promoter-TSS (KWMTBOMO05476)	-promoter-TSS (KWMTBOMO05476)	-98	KWMTBOMO05476	KWMTBOMO05476	KWMTBOMO05476.mrna1						
Interval_4940	chr12	8646535	8647742	+	0		promoter-TSS (KWMTBOMO07230)	-promoter-TSS (KWMTBOMO07230)	72	KWMTBOMO07230	KWMTBOMO07230	KWMTBOMO07230.mrna1						
Interval_1696	chr10	12443261	12444028	+	0		exon (KWMTBOMO05846, exon 15 of 31)	-exon (KWMTBOMO05846, exon 15 of 31)	18046	KWMTBOMO05847	KWMTBOMO05847	KWMTBOMO05847.mrna1						
Interval_2436	chr11	1199598	1201680	+	0		Intergenic	Intergenic	-17796	KWMTBOMO06142	KWMTBOMO06142	KWMTBOMO06142.mrna1						
Interval_24229	chr23	11329400	11330727	+	0		Intergenic	Intergenic	37585	KWMTBOMO13857	KWMTBOMO13857	KWMTBOMO13857.mrna1						
Interval_11200	chr16	1264822	1265428	+	0		promoter-TSS (KWMTBOMO09439)	-promoter-TSS (KWMTBOMO09439)	-5	KWMTBOMO09439	KWMTBOMO09439	KWMTBOMO09439.mrna1						
Interval_43109	chr9	8826005	8826559	+	0		Intergenic	Intergenic	-3150	KWMTBOMO05140	KWMTBOMO05140	KWMTBOMO05140.mrna1						
Interval_22901	chr22	15998693	15999267	+	0		TTS (KWMTBOMO13391)	-TTS (KWMTBOMO13391)	-7192	KWMTBOMO13390	KWMTBOMO13390	KWMTBOMO13390.mrna1						
Interval_32471	chr3	10596633	10597472	+	0		intron (KWMTBOMO01423, intron 7 of 13)	-intron (KWMTBOMO01423, intron 7 of 13)	5947	KWMTBOMO01423	KWMTBOMO01423	KWMTBOMO01423.mrna1						
Interval_27119	chr25	6077263	6078523	+	0		intron (KWMTBOMO15170, intron 1 of 2)	-intron (KWMTBOMO15170, intron 1 of 2)	119	KWMTBOMO15170	KWMTBOMO15170	KWMTBOMO15170.mrna1						
Interval_13329	chr17	7784329	7785359	+	0		TTS (KWMTBOMO10332)	-TTS (KWMTBOMO10332)	13001	KWMTBOMO10331	KWMTBOMO10331	KWMTBOMO10331.mrna1						
Interval_29413	chr27	4955240	4956639	+	0		Intergenic	Intergenic	40827	KWMTBOMO15978	KWMTBOMO15978	KWMTBOMO15978.mrna1						
Interval_2525	chr11	2428022	2428337	+	0		intron (KWMTBOMO06209, intron 1 of 10)	-intron (KWMTBOMO06209, intron 1 of 10)	11858	KWMTBOMO06209	KWMTBOMO06209	KWMTBOMO06209.mrna1						
